GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,PRETRACTA,TRACTA,POSTTRCTA,AREANAME,A7D001,A7D002,A7D003,A7D004,A7D005
"G36008100033","1910","New York","36","Queens","081",,"0033",,"Tract    0033     in New York City",888,2237,1279,0,0
"G36008100034","1910","New York","36","Queens","081",,"0034",,"Tract    0034     in New York City",1370,3601,1960,2,3
"G36008100035","1910","New York","36","Queens","081",,"0035",,"Tract    0035     in New York City",995,2253,1164,2,0
"G36008100036","1910","New York","36","Queens","081",,"0036",,"Tract    0036     in New York City",513,1183,740,0,0
"G36008100037","1910","New York","36","Queens","081",,"0037",,"Tract    0037     in New York City",941,1780,1018,1,1
"G36008100038","1910","New York","36","Queens","081",,"0038",,"Tract    0038     in New York City",348,795,507,0,0
"G36008100039","1910","New York","36","Queens","081",,"0039",,"Tract    0039     in New York City",270,684,424,0,0
"G36008100040","1910","New York","36","Queens","081",,"0040",,"Tract    0040     in New York City",1451,2521,1670,2,9
"G36008100041","1910","New York","36","Queens","081",,"0041",,"Tract    0041     in New York City",376,602,341,2,0
"G36008100042","1910","New York","36","Queens","081",,"0042",,"Tract    0042     in New York City",912,749,416,43,3
"G36008100043","1910","New York","36","Queens","081",,"0043",,"Tract    0043     in New York City",1397,1097,774,29,1
"G36008100044","1910","New York","36","Queens","081",,"0044",,"Tract    0044     in New York City",1188,1388,839,176,0
"G36008100045","1910","New York","36","Queens","081",,"0045",,"Tract    0045     in New York City",1490,1809,1393,490,4
"G36008100046","1910","New York","36","Queens","081",,"0046",,"Tract    0046     in New York City",1757,977,727,147,11
"G36008100047","1910","New York","36","Queens","081",,"0047",,"Tract    0047     in New York City",1333,788,495,34,3
"G36008100048","1910","New York","36","Queens","081",,"0048",,"Tract    0048     in New York City",609,548,379,65,3
"G36008100049","1910","New York","36","Queens","081",,"0049",,"Tract    0049     in New York City",758,462,398,173,0
"G36008100050","1910","New York","36","Queens","081",,"0050",,"Tract    0050     in New York City",486,665,689,66,0
"G36008100051","1910","New York","36","Queens","081",,"0051",,"Tract    0051     in New York City",986,1113,802,112,0
"G36008100052","1910","New York","36","Queens","081",,"0052",,"Tract    0052     in New York City",401,560,340,111,1
"G36008100053","1910","New York","36","Queens","081",,"0053",,"Tract    0053     in New York City",1158,1188,539,1,0
"G36008100054","1910","New York","36","Queens","081",,"0054",,"Tract    0054     in New York City",853,909,367,1,0
"G36008100055","1910","New York","36","Queens","081",,"0055",,"Tract    0055     in New York City",1900,1688,798,7,1
"G36008100056","1910","New York","36","Queens","081",,"0056",,"Tract    0056     in New York City",1178,726,486,13,0
"G36008100057","1910","New York","36","Queens","081",,"0057",,"Tract    0057     in New York City",2202,1817,924,8,2
"G36008100058","1910","New York","36","Queens","081",,"0058",,"Tract    0058     in New York City",1389,2333,1907,6,2
"G36008100059","1910","New York","36","Queens","081",,"0059",,"Tract    0059     in New York City",2155,2423,1398,33,4
"G36008100060","1910","New York","36","Queens","081",,"0060",,"Tract    0060     in New York City",1163,1515,920,25,3
"G36008100061","1910","New York","36","Queens","081",,"0061",,"Tract    0061     in New York City",2307,2295,1669,16,2
"G36008100062","1910","New York","36","Queens","081",,"0062",,"Tract    0062     in New York City",1610,1113,687,19,3
"G36008100063","1910","New York","36","Queens","081",,"0063",,"Tract    0063     in New York City",2169,682,525,49,0
"G36008100064","1910","New York","36","Queens","081",,"0064",,"Tract    0064     in New York City",1737,2029,1791,244,1
"G36008100065","1910","New York","36","Queens","081",,"0065",,"Tract    0065     in New York City",1063,916,570,185,2
"G36008100066","1910","New York","36","Queens","081",,"0066",,"Tract    0066     in New York City",1100,503,233,11,1
"G36008100067","1910","New York","36","Queens","081",,"0067",,"Tract    0067     in New York City",475,426,200,0,0
"G36008100068","1910","New York","36","Queens","081",,"0068",,"Tract    0068     in New York City",773,414,285,2,0
"G36008100069","1910","New York","36","Queens","081",,"0069",,"Tract    0069     in New York City",648,595,390,14,1
"G36008100070","1910","New York","36","Queens","081",,"0070",,"Tract    0070     in New York City",1298,1411,628,2,1
"G36008100071","1910","New York","36","Queens","081",,"0071",,"Tract    0071     in New York City",479,905,783,0,0
"G36008100072","1910","New York","36","Queens","081",,"0072",,"Tract    0072     in New York City",776,821,469,42,0
"G36008100073","1910","New York","36","Queens","081",,"0073",,"Tract    0073     in New York City",1113,965,530,13,1
"G36008100074","1910","New York","36","Queens","081",,"0074",,"Tract    0074     in New York City",1246,1791,1326,83,8
"G36008100075","1910","New York","36","Queens","081",,"0075",,"Tract    0075     in New York City",1086,1067,850,104,4
"G36008100076","1910","New York","36","Queens","081",,"0076",,"Tract    0076     in New York City",511,927,815,32,4
"G36008500001","1910","New York","36","Richmond","085",,"0001",,"Tract    0001     in New York City",1056,1853,1310,24,2
"G36008500002","1910","New York","36","Richmond","085",,"0002",,"Tract    0002     in New York City",781,612,568,31,2
"G36008500003","1910","New York","36","Richmond","085",,"0003",,"Tract    0003     in New York City",700,792,504,6,4
"G36008500004","1910","New York","36","Richmond","085",,"0004",,"Tract    0004     in New York City",1372,2420,1768,32,12
"G36008500005","1910","New York","36","Richmond","085",,"0005",,"Tract    0005     in New York City",484,1086,768,10,2
"G36008500006","1910","New York","36","Richmond","085",,"0006",,"Tract    0006     in New York City",713,1155,957,4,1
"G36008500007","1910","New York","36","Richmond","085",,"0007",,"Tract    0007     in New York City",523,809,663,8,0
"G36008500008","1910","New York","36","Richmond","085",,"0008",,"Tract    0008     in New York City",983,1491,1269,30,2
"G36008500009","1910","New York","36","Richmond","085",,"0009",,"Tract    0009     in New York City",832,637,504,18,1
"G36008500010","1910","New York","36","Richmond","085",,"0010",,"Tract    0010     in New York City",389,119,472,12,0
"G36008500011","1910","New York","36","Richmond","085",,"0011",,"Tract    0011     in New York City",685,575,435,13,2
"G36008500012","1910","New York","36","Richmond","085",,"0012",,"Tract    0012     in New York City",1327,1473,1064,51,1
"G36008500013","1910","New York","36","Richmond","085",,"0013",,"Tract    0013     in New York City",1083,374,282,28,1
"G36008500014","1910","New York","36","Richmond","085",,"0014",,"Tract    0014     in New York City",1967,1965,1185,87,2
"G36008500015","1910","New York","36","Richmond","085",,"0015",,"Tract    0015     in New York City",344,310,271,135,0
"G36008500016","1910","New York","36","Richmond","085",,"0016",,"Tract    0016     in New York City",796,516,354,4,0
"G36008500017","1910","New York","36","Richmond","085",,"0017",,"Tract    0017     in New York City",922,1640,703,52,0
"G36008500018","1910","New York","36","Richmond","085",,"0018",,"Tract    0018     in New York City",667,329,208,9,1
"G36008500019","1910","New York","36","Richmond","085",,"0019",,"Tract    0019     in New York City",932,557,414,15,0
"G36008500020","1910","New York","36","Richmond","085",,"0020",,"Tract    0020     in New York City",1181,1581,1173,46,6
"G36008500021","1910","New York","36","Richmond","085",,"0021",,"Tract    0021     in New York City",949,428,255,14,4
"G36008500022","1910","New York","36","Richmond","085",,"0022",,"Tract    0022     in New York City",1160,1696,1011,145,4
"G36008500024","1910","New York","36","Richmond","085",,"0024",,"Tract    0024     in New York City",1492,2527,1514,35,1
"G36008500026","1910","New York","36","Richmond","085",,"0026",,"Tract    0026     in New York City",710,595,596,24,4
"G36008500028","1910","New York","36","Richmond","085",,"0028",,"Tract    0028     in New York City",498,529,514,27,2
"G36008500030","1910","New York","36","Richmond","085",,"0030",,"Tract    0030     in New York City",1151,1089,998,66,4
"G36008500032","1910","New York","36","Richmond","085",,"0032",,"Tract    0032     in New York City",954,795,530,33,0
"G36008500034","1910","New York","36","Richmond","085",,"0034",,"Tract    0034     in New York City",380,492,317,58,0
"G36008500036","1910","New York","36","Richmond","085",,"0036",,"Tract    0036     in New York City",279,774,697,80,0
"G36008500038","1910","New York","36","Richmond","085",,"0038",,"Tract    0038     in New York City",1033,908,704,19,3
"G36008500040","1910","New York","36","Richmond","085",,"0040",,"Tract    0040     in New York City",831,548,629,20,0
"G36008500042","1910","New York","36","Richmond","085",,"0042",,"Tract    0042     in New York City",472,722,709,6,0
"G36008500044","1910","New York","36","Richmond","085",,"0044",,"Tract    0044     in New York City",597,838,932,10,0
